StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q16,Q100,Q99,Q102,Q103,Q104,Q105,Q107,Q106,Q108,Q109,Q13,Q14,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q97_6,Q97_7,Q97_8,Q97_9,Q97_10,Q97_11,Q111,Q113,Q115,Q117,Q119,Q79,Q3,Q3_8_TEXT,Q6.8,Q6.8_3_TEXT,Q6.7,Q6.7_8_TEXT,personality_prov_1,personality_prov_2,personality_prov_3,personality_prov_4,personality_prov_5,personality_prov_6,personality_prov_7,personality_prov_8,personality_prov_9,personality_prov_10,Q95_1,Q95_2,Q95_3,SE-13_1,SE-13_2,SE-13_3,SE-13_4,SE-13_5,SE-13_6,SE-13_7,SE-13_8,SE-13_9,SE-13_10,SE-13_11,SE-13_12,SE-13_13,IUIPC_1,IUIPC_2,IUIPC_3,IUIPC_4,IUIPC_5,IUIPC_6,IUIPC_7,IUIPC_8,Q6.9,temp_technical,SC0,PROLIFIC_PID,SESSION_ID,STUDY_ID,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2023-05-26 20:36:33,2023-05-26 20:41:24,IP Address,92.4.65.132,100,290,True,2023-05-26 20:41:24,R_24NnJQgpXBmAWmU,,,,,51.2887,-0.7957,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Please make sure to verify your account information with the following link""",None,None,Change any compromised password,Report it so the organization can investigate,2,1 -Strongly Disagree,4,4,1 -Strongly Disagree,3,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,2,Yes,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,rather high,rather high,rather high,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4,6,7 - Strongly agree,7 - Strongly agree,5,7 - Strongly agree,5,3,No,"No ",38.3,612c0ddf54ad4f6744e875b7,,,0,,1,0.2,QID134,0,
2023-05-26 20:35:43,2023-05-26 20:42:35,IP Address,86.22.83.39,100,412,True,2023-05-26 20:42:36,R_DDh0pkWxCvDdsNb,,,,,53.5628,-0.0269,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,paypal@paypal.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,3,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,Yes,Yes,56-65,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree a little,Agree a little,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Agree strongly,rather high,rather high,rather high,5 - Strongly agree,4 - Somewhat agree,2 - Somewhat disagree,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,3 - Neither disagree nor agree,2 - Somewhat disagree,1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,2 - Somewhat disagree,2 - Somewhat disagree,4,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,No,No,35.1,5d080cac3ba4580019731a79,,,0,,1,0.2,QID134,0,
2023-05-26 20:36:52,2023-05-26 20:43:32,IP Address,109.147.210.89,100,399,True,2023-05-26 20:43:33,R_2c5X1wVas0wvmKP,,,,,54.012,-1.0437,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,None,None,None,None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,4,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,4,Yes,Yes,Yes,No,Yes,46-55,University degree (Bachelor/Master),,"Yes, studies in Computer Science, IT Security, Cybersecurity or similar",,Training/ Apprenticeship,,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,rather high,rather high,rather high,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,5 - Strongly agree,4 - Somewhat agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Somewhat agree,1 - Strongly disagree,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,No,No,38.8,62e2b5712f1bcd652ce6bff8,,,0,,1,0.2,QID134,0,
2023-05-26 20:38:27,2023-05-26 20:43:35,IP Address,150.143.197.170,100,307,True,2023-05-26 20:43:35,R_1GVLyhOijgWxHGI,,,,,51.4964,-0.1224,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""",None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,No,No,Yes,36-45,PhD or similar,,"No, other education or occupation",,Employee,,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,medium,medium,medium,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,1 - Strongly disagree,5,5,5,6,4,2,3,3,n/a,no,35.5,5e0006657adf4bc35427b051,,,0,,1,0.2,QID134,0,
2023-05-26 20:36:43,2023-05-26 20:44:02,IP Address,143.159.207.55,100,438,True,2023-05-26 20:44:02,R_10CAwTPQwtGJt9P,,,,,51.7385,-2.2194,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Thank you for your registration ! Click here to see your account details""","""Please visit our official website to update your personal account""",None,"""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,4,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,2,3,No,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,rather high,rather high,very high,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,5 - Strongly agree,3 - Neither disagree nor agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,4 - Somewhat agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,"No I am happy with my responses ","None ",38.7,5c35ea1c7ab36100015c0515,,,0,,0,0,,0,
2023-05-26 20:36:34,2023-05-26 20:44:22,IP Address,90.203.79.120,100,467,True,2023-05-26 20:44:23,R_307cGHUHjOupO0O,,,,,51.5242,-0.3976,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,None,None,None,None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,Yes,Yes,66-75,Secondary school diploma,,"No, other education or occupation",,Retired,,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,rather high,rather high,rather high,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,5,5,5,5,5,5,5,5,no,no,35.5,56cda8a952789e000b3d9925,,,0,,2,0.4,"QID134,QID87",0,
2023-05-26 20:40:15,2023-05-26 20:45:05,IP Address,151.224.15.175,100,289,True,2023-05-26 20:45:06,R_1k1ZYEPRvdArh8o,,,,,51.9474,0.1356,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,It is not suspicious,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,4,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,2,2,No,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Disagree a little,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,rather high,rather high,very high,1 - Strongly disagree,3 - Neither disagree nor agree,1 - Strongly disagree,2 - Somewhat disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,4 - Somewhat agree,2 - Somewhat disagree,5 - Strongly agree,4 - Somewhat agree,1 - Strongly disagree,6,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,No thanks,No thanks,34.9,5c3a4e759e794d000129a225,,,0,,0,0,,0,
2023-05-26 20:41:44,2023-05-26 20:45:16,IP Address,94.8.175.93,100,211,True,2023-05-26 20:45:17,R_BVOrMstwOQ2QIq5,,,,,51.5095,-0.0955,anonymous,EN,A type of social engineering used to convince people to buy products they don't need.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,3,2,3,3,2,2,4,4,3,2,2,No,Yes,Yes,No,Yes,18-25,Secondary school diploma,,"No, other education or occupation",,University Student,,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,rather high,rather high,rather high,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,1 - Strongly disagree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,5 - Strongly agree,4 - Somewhat agree,2 - Somewhat disagree,5,6,5,6,5,6,5,6,nope,no,32.2,63654eb1267acd98fe596858,,,0,,1,0.2,QID134,0,
2023-05-26 20:40:38,2023-05-26 20:46:08,IP Address,95.151.205.243,100,329,True,2023-05-26 20:46:10,R_AtgYcu8nKw5att7,,,,,53.7981,-1.7623,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Advertisements for weight loss supplements,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Click here to view the latest collection of our awesome brand !""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""",None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,3,1 -Strongly Disagree,5- Strongly Agree,4,2,4,4,4,2,2,2,No,Yes,Yes,Yes,Yes,36-45,Associate degree,,"No, other education or occupation",,Employee,,Disagree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,medium,rather high,rather high,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3,4,3,3,3,4,4,3," No",No,29.5,5c058e7db3ea3800017ad86f,,,1,QID84,0,0,,0,
2023-05-26 20:41:34,2023-05-26 20:47:05,IP Address,109.148.156.167,100,331,True,2023-05-26 20:47:06,R_1GB18WBPTrEMUwu,,,,,50.7873,-1.9838,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,4,2,2,2,4,5- Strongly Agree,1 -Strongly Disagree,3,4,No,Yes,Yes,Yes,Yes,18-25,University degree (Bachelor/Master),,"No, other education or occupation",,Unemployed,,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,medium,rather high,rather high,3 - Neither disagree nor agree,3 - Neither disagree nor agree,1 - Strongly disagree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,6,5,7 - Strongly agree,6,6,5,6,6,"interesting (: Although the email simulation went on for too long, I ended up opening the phishing email to see what would happen",no (:,35.0,5f9932d4ae84ec000947a76c,,,0,,0,0,,0,
2023-05-26 20:42:53,2023-05-26 20:47:20,IP Address,128.243.2.19,100,267,True,2023-05-26 20:47:20,R_2xKHHvXCtSEgcdb,,,,,52.9538,-1.1571,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,It should be a gmail address,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,3,2,4,2,2,4,5- Strongly Agree,2,2,2,2,No,Yes,Yes,No,Yes,18-25,Secondary school diploma,,"No, other education or occupation",,University Student,,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,rather high,rather high,rather high,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,1 - Strongly disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,4,5,4,7 - Strongly agree,5,4,6,5,no,no,36.7,63d3fd7c716c70eb4ffe32e4,,,0,,1,0.2,QID134,0,
2023-05-26 20:40:30,2023-05-26 20:47:25,IP Address,86.155.244.103,100,415,True,2023-05-26 20:47:26,R_ULxss71zSmPrNBL,,,,,52.0361,-0.7006,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,It should be a gmail address,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",None,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,4,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,No,Yes,Yes,Yes,46-55,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,medium,medium,rather high,3 - Neither disagree nor agree,5 - Strongly agree,2 - Somewhat disagree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,3 - Neither disagree nor agree,1 - Strongly disagree,3 - Neither disagree nor agree,4 - Somewhat agree,5 - Strongly agree,2 - Somewhat disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,It was a bit confusing,I didn’t know how to return to the main study from the email simulation,37.3,5f033543945c554f816f6ad7,,,0,,1,0.2,QID87,0,
2023-05-26 20:42:29,2023-05-26 20:47:34,IP Address,2.24.192.209,100,305,True,2023-05-26 20:47:35,R_1n18COhiKjBLNmQ,,,,,52.5127,-1.3413,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,It should be a gmail address,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,4,1 -Strongly Disagree,5- Strongly Agree,1 -Strongly Disagree,4,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,26-35,University degree (Bachelor/Master),,"No, other education or occupation",,Training/ Apprenticeship,,Agree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,rather high,rather high,rather high,1 - Strongly disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,1 - Strongly disagree,1 - Strongly disagree,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,1 - Strongly disagree,6,6,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,No,No,36.6,62c4822340766a265dc814a8,,,0,,1,0.2,QID134,0,
2023-05-26 20:42:38,2023-05-26 20:48:17,IP Address,94.195.59.148,100,338,True,2023-05-26 20:48:18,R_CfWPFjZJUOrhJPb,,,,,54.9531,-1.4563,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,None,None,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,2,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,Yes,Yes,26-35,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Disagree a little,Agree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Neither agree nor disagree,rather high,very high,very high,3 - Neither disagree nor agree,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,5 - Strongly agree,4 - Somewhat agree,2 - Somewhat disagree,5 - Strongly agree,5 - Strongly agree,3 - Neither disagree nor agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,"No I understood the study. It also enhanced my knowledge and gave me further advice on what to look out for when looking through my emails ",No I didn’t notice any technical errors,39.0,6413583674dc07fa392a4785,,,0,,0,0,,0,
2023-05-26 20:43:34,2023-05-26 20:48:46,IP Address,90.192.152.15,100,312,True,2023-05-26 20:48:47,R_3h3fgTTCAyhhxHL,,,,,53.5866,-2.4354,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.you.tube.com/account,bank_account.pdf.exe,Change any compromised password,Report it so the organization can investigate,3,3,3,3,3,3,4,4,3,3,3,No,Yes,Yes,Yes,Yes,46-55,University degree (Bachelor/Master),,"No, other education or occupation",,Self-employed,,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,medium,medium,medium,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,6,5,5,5,5,4,5,5,nothing,none,29.5,60cf89204ad76b9c7b02b670,,,0,,1,0.2,QID134,0,
